B306,1/14/15 Review,Bam_Name,Run,Library,Strain,Isotype,Latitude,Longitude,Location,FELIX DB LOC,Fastq Modifications,Original Fastq2,Library Prepareation Method
BGI3-RET7b-JU1530,ok,BGI3-RET7b-JU1530,BGI3,RET7b,JU1530,JU1530,48.7015,2.1725,"Orsay, France","Isolated from a rotting apple O21 (tree “Wealthy”, like O20), sampled in the Orsay orchard on 9 Sep 2008 ca. 14:00, plated ca. 18:00, picked as adult ca. 20:00.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA36_c099uac-JU1530,ok,Princeton-ECA36_c099uac-JU1530,Princeton,ECA36_c099uac,JU1530,JU1530,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA36_d0mbhac-JU1530,ok,Princeton-ECA36_d0mbhac-JU1530,Princeton,ECA36_d0mbhac,JU1530,JU1530,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET5-JU1568,ok,BGI1-RET5-JU1568,BGI1,RET5,JU1568,JU1568,48.8092,2.3862,"Ivry-sur-Seine, France","Isolated from a rotting Petasites stem (#I5) in Ivry-sur-Seine (Val de Marne), France, sampled on 5 Oct 2008. Plated on 6 Oct.Isolated as an adult on 6 Oct.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET5-JU1568,ok,BGI2-RET5-JU1568,BGI2,RET5,JU1568,JU1568,48.8092,2.3862,"Ivry-sur-Seine, France","Isolated from a rotting Petasites stem (#I5) in Ivry-sur-Seine (Val de Marne), France, sampled on 5 Oct 2008. Plated on 6 Oct.Isolated as an adult on 6 Oct.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET5a-JU1568,ok,BGI3-RET5a-JU1568,BGI3,RET5a,JU1568,JU1568,48.8092,2.3862,"Ivry-sur-Seine, France","Isolated from a rotting Petasites stem (#I5) in Ivry-sur-Seine (Val de Marne), France, sampled on 5 Oct 2008. Plated on 6 Oct.Isolated as an adult on 6 Oct.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET1-JU1580,ok,BGI1-RET1-JU1580,BGI1,RET1,JU1580,JU1580,48.7015,2.1725,"Orsay, France","Isolated from rotting apple O87 (Calville Rouge d’Oullins) sampled by MAF in the Orsay (Essonne, France) orchard on 6 Oct 2008. Plated on 6 Oct, isolated as a L4 on 7 Oct.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET1-JU1580,ok,BGI2-RET1-JU1580,BGI2,RET1,JU1580,JU1580,48.7015,2.1725,"Orsay, France","Isolated from rotting apple O87 (Calville Rouge d’Oullins) sampled by MAF in the Orsay (Essonne, France) orchard on 6 Oct 2008. Plated on 6 Oct, isolated as a L4 on 7 Oct.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET1b-JU1580,ok,BGI3-RET1b-JU1580,BGI3,RET1b,JU1580,JU1580,48.7015,2.1725,"Orsay, France","Isolated from rotting apple O87 (Calville Rouge d’Oullins) sampled by MAF in the Orsay (Essonne, France) orchard on 6 Oct 2008. Plated on 6 Oct, isolated as a L4 on 7 Oct.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA34Pool_c099uac-JU1580,rename,Princeton-ECA34Pool_c099uac-JU1580,Princeton,ECA34Pool_c099uac,JU1580,JU1580,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA34Pool_d0mbhac-JU1580,rename,Princeton-ECA34Pool_d0mbhac-JU1580,Princeton,ECA34Pool_d0mbhac,JU1580,JU1580,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET6-JU1581,ok,BGI1-RET6-JU1581,BGI1,RET6,JU1581,JU1581,48.7015,2.1725,"Orsay, France","Isolated from rotting apple O134 (Calville d’Août) sampled by MAF in the Orsay (Essonne, France) orchard on 23 Oct 2008. Plated on 23 Oct, picked as a L2d on 23 Oct.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET6-JU1581,ok,BGI2-RET6-JU1581,BGI2,RET6,JU1581,JU1581,48.7015,2.1725,"Orsay, France","Isolated from rotting apple O134 (Calville d’Août) sampled by MAF in the Orsay (Essonne, France) orchard on 23 Oct 2008. Plated on 23 Oct, picked as a L2d on 23 Oct.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET6b-JU1581,ok,BGI3-RET6b-JU1581,BGI3,RET6b,JU1581,JU1581,48.7015,2.1725,"Orsay, France","Isolated from rotting apple O134 (Calville d’Août) sampled by MAF in the Orsay (Essonne, France) orchard on 23 Oct 2008. Plated on 23 Oct, picked as a L2d on 23 Oct.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET4-JU1516,ok,BGI1-RET4-JU1516,BGI1,RET4,JU1516,JU1581,48.7015,2.1725,"Orsay, France","Isolated from a rotting apple O13 (ca. 10 m from O11), sampled in the Orsay orchard on 9 Sep 2008 ca. 13:00, plated ca. 18:00, picked as adult on 10 Sep.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET4-JU1516,ok,BGI2-RET4-JU1516,BGI2,RET4,JU1516,JU1581,48.7015,2.1725,"Orsay, France","Isolated from a rotting apple O13 (ca. 10 m from O11), sampled in the Orsay orchard on 9 Sep 2008 ca. 13:00, plated ca. 18:00, picked as adult on 10 Sep.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET4b-JU1516,ok,BGI3-RET4b-JU1516,BGI3,RET4b,JU1516,JU1581,48.7015,2.1725,"Orsay, France","Isolated from a rotting apple O13 (ca. 10 m from O11), sampled in the Orsay orchard on 9 Sep 2008 ca. 13:00, plated ca. 18:00, picked as adult on 10 Sep.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA31_c02hkac-JU1516,ok,Princeton-ECA31_c02hkac-JU1516,Princeton,ECA31_c02hkac,JU1516,JU1581,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA31_c03b2ab-JU1516,ok,Princeton-ECA31_c03b2ab-JU1516,Princeton,ECA31_c03b2ab,JU1516,JU1581,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA35_c099uac-JU1581,ok,Princeton-ECA35_c099uac-JU1581,Princeton,ECA35_c099uac,JU1581,JU1581,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA35_d0mbhac-JU1581,ok,Princeton-ECA35_d0mbhac-JU1581,Princeton,ECA35_d0mbhac,JU1581,JU1581,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET3-JU1586,ok,BGI1-RET3-JU1586,BGI1,RET3,JU1586,JU1586,46.63,1.06,"Le Blanc, France","Isolated from rotting grape puree sampled in Le Blanc (Indre), France on 3 Nov 2008. Plated 3 Nov 2008, isolated as adult on 5 Nov.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET3-JU1586,ok,BGI2-RET3-JU1586,BGI2,RET3,JU1586,JU1586,46.63,1.06,"Le Blanc, France","Isolated from rotting grape puree sampled in Le Blanc (Indre), France on 3 Nov 2008. Plated 3 Nov 2008, isolated as adult on 5 Nov.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET3a-JU1586,ok,BGI3-RET3a-JU1586,BGI3,RET3a,JU1586,JU1586,46.63,1.06,"Le Blanc, France","Isolated from rotting grape puree sampled in Le Blanc (Indre), France on 3 Nov 2008. Plated 3 Nov 2008, isolated as adult on 5 Nov.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA36_c099uac-JU1586,ok,Princeton-ECA36_c099uac-JU1586,Princeton,ECA36_c099uac,JU1586,JU1586,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA36_d0mbhac-JU1586,ok,Princeton-ECA36_d0mbhac-JU1586,Princeton,ECA36_d0mbhac,JU1586,JU1586,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET7-JU1652,ok,BGI1-RET7-JU1652,BGI1,RET7,JU1652,JU1652,-34.86,-56.19,"Montevideo, Uruguay","Isolated by Rosina Giordano from compost sampled in Montevideo, Uruguay",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET7-JU1652,ok,BGI2-RET7-JU1652,BGI2,RET7,JU1652,JU1652,-34.86,-56.19,"Montevideo, Uruguay","Isolated by Rosina Giordano from compost sampled in Montevideo, Uruguay",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET7b-JU1652,ok,BGI3-RET7b-JU1652,BGI3,RET7b,JU1652,JU1652,-34.86,-56.19,"Montevideo, Uruguay","Isolated by Rosina Giordano from compost sampled in Montevideo, Uruguay",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-JU1652,ok,MMP-7028LAB_5-JU1652,MMP,7028LAB_5,JU1652,JU1652,-34.86,-56.19,"Montevideo, R. Giordano (Uraguay)","Isolated by Rosina Giordano from compost sampled in Montevideo, Uruguay",None,,Sonication
MMP-B00B7AB_3-JU1652,ok,MMP-B00B7AB_3-JU1652,MMP,B00B7AB_3,JU1652,JU1652,-34.86,-56.19,"Montevideo, R. Giordano (Uraguay)","Isolated by Rosina Giordano from compost sampled in Montevideo, Uruguay",None,,Sonication
MMP-C02D1AC_1-JU1652,ok,MMP-C02D1AC_1-JU1652,MMP,C02D1AC_1,JU1652,JU1652,-34.86,-56.19,"Montevideo, R. Giordano (Uraguay)","Isolated by Rosina Giordano from compost sampled in Montevideo, Uruguay",None,,Sonication
MMP-D09NFAC_4-JU1652,ok,MMP-D09NFAC_4-JU1652,MMP,D09NFAC_4,JU1652,JU1652,-34.86,-56.19,"Montevideo, R. Giordano (Uraguay)","Isolated by Rosina Giordano from compost sampled in Montevideo, Uruguay",None,,Sonication
MMP-D0A7EAC_1-JU1652,ok,MMP-D0A7EAC_1-JU1652,MMP,D0A7EAC_1,JU1652,JU1652,-34.86,-56.19,"Montevideo, R. Giordano (Uraguay)","Isolated by Rosina Giordano from compost sampled in Montevideo, Uruguay",None,,Sonication
BGI1-RET4-JU1896,ok,BGI1-RET4-JU1896,BGI1,RET4,JU1896,JU1896,37.999722,23.749673,"Athens, Greece","Collected on 2 Jan 10 from rotten olives in Athens, Greece. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET4-JU1896,ok,BGI2-RET4-JU1896,BGI2,RET4,JU1896,JU1896,37.999722,23.749673,"Athens, Greece","Collected on 2 Jan 10 from rotten olives in Athens, Greece. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET4a-JU1896,ok,BGI3-RET4a-JU1896,BGI3,RET4a,JU1896,JU1896,37.999722,23.749673,"Athens, Greece","Collected on 2 Jan 10 from rotten olives in Athens, Greece. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA34_c045gab-JU1896,rename,Princeton-ECA34_c045gab-JU1896,Princeton,ECA34_c045gab,JU1896,JU1896,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI2-RET6-JU2001,ok,BGI2-RET6-JU2001,BGI2,RET6,JU2001,JU2001,-21.1,55.5,La RÃ¨union,Sampled in La Réunion in Sep 2010 by Tony Belicard,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET6b-JU2001,ok,BGI3-RET6b-JU2001,BGI3,RET6b,JU2001,JU2001,-21.1,55.5,La RÃ¨union,Sampled in La Réunion in Sep 2010 by Tony Belicard,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA30_c02hkac-JU2001,ok,Princeton-ECA30_c02hkac-JU2001,Princeton,ECA30_c02hkac,JU2001,JU2001,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA30_c03b2ab-JU2001,ok,Princeton-ECA30_c03b2ab-JU2001,Princeton,ECA30_c03b2ab,JU2001,JU2001,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET3-JU2007,ok,BGI1-RET3-JU2007,BGI1,RET3,JU2007,JU2007,50.6,-1.3,"Cowes, Isle of Wight, UK","Wild strain isolated by Michalis Barkoulas in Cowes, Isle of Wight, UK from rotten apples. Oct 2010",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET3-JU2007,ok,BGI2-RET3-JU2007,BGI2,RET3,JU2007,JU2007,50.6,-1.3,"Cowes, Isle of Wight, UK","Wild strain isolated by Michalis Barkoulas in Cowes, Isle of Wight, UK from rotten apples. Oct 2010",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET3b-JU2007,ok,BGI3-RET3b-JU2007,BGI3,RET3b,JU2007,JU2007,50.6,-1.3,"Cowes, Isle of Wight, UK","Wild strain isolated by Michalis Barkoulas in Cowes, Isle of Wight, UK from rotten apples. Oct 2010",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA31_c02hkac-JU2007,ok,Princeton-ECA31_c02hkac-JU2007,Princeton,ECA31_c02hkac,JU2007,JU2007,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA31_c03b2ab-JU2007,ok,Princeton-ECA31_c03b2ab-JU2007,Princeton,ECA31_c03b2ab,JU2007,JU2007,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Uchicago-L001-JU2464,ok,Uchicago-L001-JU2464,Uchicago,L001,JU2464,JU2464,-13.155,-72.525,"Aguas Calientes, Peru","From a rotting fleshy fruit collected by Ludmilla Lokmane in Aguas Calientes (Peru; -13.156022, -72.52402) in Jan 2013. Isolated by Lise Frézal from an adult isolated on 9 Jan 2013.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Uchicago-L002-JU2467,ok,Uchicago-L002-JU2467,Uchicago,L002,JU2467,JU2464,-13.155,-72.525,"Aguas Calientes, Peru","From a rotting fleshy fruit collected by Ludmilla Lokmane in Aguas Calientes (Peru; -13.156022, -72.52402) in Jan 2013. Isolated by Lise Frézal.  Line started from an adult on 9 Jan 2013.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Uchicago-L002-JU2468,ok,Uchicago-L002-JU2468,Uchicago,L002,JU2468,JU2464,-13.155,-72.525,"Aguas Calientes, Peru","From a rotting fleshy fruit collected by Ludmilla Lokmane in Aguas Calientes (Peru; -13.156022, -72.52402) in Jan 2013. Isolated by Lise Frézal from an adult on 9 Jan 2013.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET1-JU258,ok,BGI1-RET1-JU258,BGI1,RET1,JU258,JU258,32.73,-16.89,"Ribeiro Frio, Madeira","From Madeira Island, Portugal, Oct 01. Ribeiro  Frio  1.1. Along a path through an orchard.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET1-JU258,ok,BGI2-RET1-JU258,BGI2,RET1,JU258,JU258,32.73,-16.89,"Ribeiro Frio, Madeira","From Madeira Island, Portugal, Oct 01. Ribeiro  Frio  1.1. Along a path through an orchard.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET1a-JU258,ok,BGI3-RET1a-JU258,BGI3,RET1a,JU258,JU258,32.73,-16.89,"Ribeiro Frio, Madeira","From Madeira Island, Portugal, Oct 01. Ribeiro  Frio  1.1. Along a path through an orchard.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-JU258,ok,MMP-7028LAB_5-JU258,MMP,7028LAB_5,JU258,JU258,32.73,-16.89,"Ribeiro Frio, Madeira Portugal  (Portugal)","From Madeira Island, Portugal, Oct 01. Ribeiro  Frio  1.1. Along a path through an orchard.",None,,Sonication
MMP-B00B7AB_3-JU258,ok,MMP-B00B7AB_3-JU258,MMP,B00B7AB_3,JU258,JU258,32.73,-16.89,"Ribeiro Frio, Madeira Portugal  (Portugal)","From Madeira Island, Portugal, Oct 01. Ribeiro  Frio  1.1. Along a path through an orchard.",None,,Sonication
MMP-C02D1AC_1-JU258,ok,MMP-C02D1AC_1-JU258,MMP,C02D1AC_1,JU258,JU258,32.73,-16.89,"Ribeiro Frio, Madeira Portugal  (Portugal)","From Madeira Island, Portugal, Oct 01. Ribeiro  Frio  1.1. Along a path through an orchard.",None,,Sonication
MMP-D09NFAC_4-JU258,ok,MMP-D09NFAC_4-JU258,MMP,D09NFAC_4,JU258,JU258,32.73,-16.89,"Ribeiro Frio, Madeira Portugal  (Portugal)","From Madeira Island, Portugal, Oct 01. Ribeiro  Frio  1.1. Along a path through an orchard.",None,,Sonication
MMP-D0A7EAC_1-JU258,ok,MMP-D0A7EAC_1-JU258,MMP,D0A7EAC_1,JU258,JU258,32.73,-16.89,"Ribeiro Frio, Madeira Portugal  (Portugal)","From Madeira Island, Portugal, Oct 01. Ribeiro  Frio  1.1. Along a path through an orchard.",None,,Sonication
Princeton-P-JU258,ok,Princeton-P-JU258,Princeton,P,JU258,JU258,32.73,-16.89,"Ribeiro Frio, Madeira","From Madeira Island, Portugal, Oct 01. Ribeiro  Frio  1.1. Along a path through an orchard.",-10bp of end (low quality),,Tagmentation
BGI1-RET4-JU310,ok,BGI1-RET4-JU310,BGI1,RET4,JU310,JU310,46.63,1.06,"Le Blanc, France","Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET4-JU310,ok,BGI2-RET4-JU310,BGI2,RET4,JU310,JU310,46.63,1.06,"Le Blanc, France","Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET4b-JU310,ok,BGI3-RET4b-JU310,BGI3,RET4b,JU310,JU310,46.63,1.06,"Le Blanc, France","Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-JU263,ok,MMP-7028LAB_5-JU263,MMP,7028LAB_5,JU263,JU310,,,"Le Blanc, Indre France  (France)","Vegetable garden in Le Blanc, Indre, France, 3 Nov 01. Vegetable garbage pile. Same soil sample as JU262.",None,,Sonication
MMP-B00B7AB_3-JU263,ok,MMP-B00B7AB_3-JU263,MMP,B00B7AB_3,JU263,JU310,,,"Le Blanc, Indre France  (France)","Vegetable garden in Le Blanc, Indre, France, 3 Nov 01. Vegetable garbage pile. Same soil sample as JU262.",None,,Sonication
MMP-C02D1AC_1-JU263,ok,MMP-C02D1AC_1-JU263,MMP,C02D1AC_1,JU263,JU310,,,"Le Blanc, Indre France  (France)","Vegetable garden in Le Blanc, Indre, France, 3 Nov 01. Vegetable garbage pile. Same soil sample as JU262.",None,,Sonication
MMP-D09NFAC_4-JU263,ok,MMP-D09NFAC_4-JU263,MMP,D09NFAC_4,JU263,JU310,,,"Le Blanc, Indre France  (France)","Vegetable garden in Le Blanc, Indre, France, 3 Nov 01. Vegetable garbage pile. Same soil sample as JU262.",None,,Sonication
MMP-D0A7EAC_1-JU263,ok,MMP-D0A7EAC_1-JU263,MMP,D0A7EAC_1,JU263,JU310,,,"Le Blanc, Indre France  (France)","Vegetable garden in Le Blanc, Indre, France, 3 Nov 01. Vegetable garbage pile. Same soil sample as JU262.",None,,Sonication
MMP-7028LAB_5-JU300,ok,MMP-7028LAB_5-JU300,MMP,7028LAB_5,JU300,JU310,,,"Le Blanc, Indre France  (France)","Le Blanc, Indre, France  - vegetable garden compost pile, 25 Aug 02.",None,,Sonication
MMP-B00B7AB_3-JU300,ok,MMP-B00B7AB_3-JU300,MMP,B00B7AB_3,JU300,JU310,,,"Le Blanc, Indre France  (France)","Le Blanc, Indre, France  - vegetable garden compost pile, 25 Aug 02.",None,,Sonication
MMP-C02D1AC_1-JU300,ok,MMP-C02D1AC_1-JU300,MMP,C02D1AC_1,JU300,JU310,,,"Le Blanc, Indre France  (France)","Le Blanc, Indre, France  - vegetable garden compost pile, 25 Aug 02.",None,,Sonication
MMP-D09NFAC_4-JU300,ok,MMP-D09NFAC_4-JU300,MMP,D09NFAC_4,JU300,JU310,,,"Le Blanc, Indre France  (France)","Le Blanc, Indre, France  - vegetable garden compost pile, 25 Aug 02.",None,,Sonication
MMP-D0A7EAC_1-JU300,ok,MMP-D0A7EAC_1-JU300,MMP,D0A7EAC_1,JU300,JU310,,,"Le Blanc, Indre France  (France)","Le Blanc, Indre, France  - vegetable garden compost pile, 25 Aug 02.",None,,Sonication
Princeton-ECA39_d0ncdac-JU310,ok,Princeton-ECA39_d0ncdac-JU310,Princeton,ECA39_d0ncdac,JU310,JU310,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECAmp_c0g61ac-JU310,ok,Princeton-ECAmp_c0g61ac-JU310,Princeton,ECAmp_c0g61ac,JU310,JU310,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA37_d0ncdac-JU310,rename,Princeton-ECA37_d0ncdac-JU310,Princeton,ECA37_d0ncdac,JU310,JU310,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET5-JU311,ok,BGI1-RET5-JU311,BGI1,RET5,JU311,JU311,44.42,4.4,"Merlet, France","Merlet, Lagorce (Ardèche), France. 8 Sep 02.
Wash from snail tube - snails coming from under a tree full of ivy",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET5-JU311,ok,BGI2-RET5-JU311,BGI2,RET5,JU311,JU311,44.42,4.4,"Merlet, France","Merlet, Lagorce (Ardèche), France. 8 Sep 02.
Wash from snail tube - snails coming from under a tree full of ivy",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET5b-JU311,ok,BGI3-RET5b-JU311,BGI3,RET5b,JU311,JU311,44.42,4.4,"Merlet, France","Merlet, Lagorce (Ardèche), France. 8 Sep 02.
Wash from snail tube - snails coming from under a tree full of ivy",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET3-JU315,ok,BGI1-RET3-JU315,BGI1,RET3,JU315,JU311,44.2,4.4,"Merlet, France","Merlet, Lagorce (Ardèche), France. 8 Sep  02.
From Pomatias elegans (?) snails.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET3-JU315,ok,BGI2-RET3-JU315,BGI2,RET3,JU315,JU311,44.2,4.4,"Merlet, France","Merlet, Lagorce (Ardèche), France. 8 Sep  02.
From Pomatias elegans (?) snails.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET3b-JU315,ok,BGI3-RET3b-JU315,BGI3,RET3b,JU315,JU311,44.2,4.4,"Merlet, France","Merlet, Lagorce (Ardèche), France. 8 Sep  02.
From Pomatias elegans (?) snails.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA30_c02hkac-JU315,ok,Princeton-ECA30_c02hkac-JU315,Princeton,ECA30_c02hkac,JU315,JU311,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA30_c03b2ab-JU315,ok,Princeton-ECA30_c03b2ab-JU315,Princeton,ECA30_c03b2ab,JU315,JU311,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Rockman083-R083.8-JU319,ok,Rockman083-R083.8-JU319,Rockman083,R083.8,JU319,JU311,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET7-JU323,ok,BGI1-RET7-JU323,BGI1,RET7,JU323,JU323,44.42,4.4,"Merlet, France","Merlet, Lagorce (Ardèche), France. 8 Sep 02.
From a “Helix” ? snail #3 on the trunk of a mulberry tree (not the same snail as JU322).",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET7-JU323,ok,BGI2-RET7-JU323,BGI2,RET7,JU323,JU323,44.42,4.4,"Merlet, France","Merlet, Lagorce (Ardèche), France. 8 Sep 02.
From a “Helix” ? snail #3 on the trunk of a mulberry tree (not the same snail as JU322).",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET7a-JU323,ok,BGI3-RET7a-JU323,BGI3,RET7a,JU323,JU323,44.42,4.4,"Merlet, France","Merlet, Lagorce (Ardèche), France. 8 Sep 02.
From a “Helix” ? snail #3 on the trunk of a mulberry tree (not the same snail as JU322).",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-JU322,ok,MMP-7028LAB_5-JU322,MMP,7028LAB_5,JU322,JU323,,,"Merlet, Lagorce (Ardeche) France  (France)","Merlet, Lagorce (Ardèche), France. 8 Sep 02.
From a “Helix” ? snail #1 on the trunk of a mulberry tree (not the same snail as JU323).",None,,Sonication
MMP-B00B7AB_3-JU322,ok,MMP-B00B7AB_3-JU322,MMP,B00B7AB_3,JU322,JU323,,,"Merlet, Lagorce (Ardeche) France  (France)","Merlet, Lagorce (Ardèche), France. 8 Sep 02.
From a “Helix” ? snail #1 on the trunk of a mulberry tree (not the same snail as JU323).",None,,Sonication
MMP-C02D1AC_1-JU322,ok,MMP-C02D1AC_1-JU322,MMP,C02D1AC_1,JU322,JU323,,,"Merlet, Lagorce (Ardeche) France  (France)","Merlet, Lagorce (Ardèche), France. 8 Sep 02.
From a “Helix” ? snail #1 on the trunk of a mulberry tree (not the same snail as JU323).",None,,Sonication
MMP-D09NFAC_4-JU322,ok,MMP-D09NFAC_4-JU322,MMP,D09NFAC_4,JU322,JU323,,,"Merlet, Lagorce (Ardeche) France  (France)","Merlet, Lagorce (Ardèche), France. 8 Sep 02.
From a “Helix” ? snail #1 on the trunk of a mulberry tree (not the same snail as JU323).",None,,Sonication
MMP-D0A7EAC_1-JU322,ok,MMP-D0A7EAC_1-JU322,MMP,D0A7EAC_1,JU322,JU323,,,"Merlet, Lagorce (Ardeche) France  (France)","Merlet, Lagorce (Ardèche), France. 8 Sep 02.
From a “Helix” ? snail #1 on the trunk of a mulberry tree (not the same snail as JU323).",None,,Sonication
